%Iteration	Healthy	Infected_1	Infected_2	Dead	
%pHIV=	[5, 1000]	; pINF=	[974, 10000000]	

0	995233	4767	0	0	
1	919581	80419	0	0	
2	655488	344512	0	0	
3	326392	673608	0	0	
4	128324	871676	0	0	
5	69637	930363	0	0	
6	60143	859438	80419	0	
7	58987	596501	264093	80419	
8	138438	267592	329096	264874	
9	400471	69648	198068	331813	
10	727800	12064	58687	201449	
11	923042	6752	9494	60712	
12	972819	15863	1156	10162	
13	963002	35566	187	1245	
14	932151	67530	124	195	
15	886642	112130	1103	125	
16	827451	167262	4182	1105	
17	756665	228871	10267	4197	
18	677784	292016	19890	10310	
19	597851	350061	32088	20000	
20	525425	396583	45703	32289	
21	468371	426275	59314	46040	
22	431912	436422	71876	59790	
23	418124	426383	83035	72458	
24	426727	399382	90133	83758	
25	456319	360490	92225	90966	
26	500363	317513	89006	93118	
27	551584	276453	82023	89940	
28	601498	242557	72996	82949	
29	642819	220217	63132	73832	
30	670326	212488	53333	63853	
31	681261	218726	46029	53984	
32	675282	237147	40963	46608	
33	655881	263568	39100	41451	
34	624021	295659	40792	39528	
35	583486	329728	45604	41182	
36	540620	361136	52267	45977	
37	500093	387796	59384	52727	
38	464836	409738	65521	59905	
39	438093	422912	72883	66112	
40	420504	426250	79673	73573	
41	416382	419588	83675	80355	
42	424451	405038	86044	84467	
43	443768	381858	87463	86911	
44	467002	358618	86057	88323	
45	490566	339471	83011	86952	
46	508684	330417	77013	83886	
47	518875	331792	71494	77839	
48	518592	344872	64283	72253	
49	507107	365109	62817	64967	
50	482310	390370	63864	63456	
51	452024	415507	67959	64510	
52	421095	437436	72869	68600	
53	394119	454981	77363	73537	
54	372423	466408	83054	78115	
55	354821	472218	89125	83836	
56	345001	471978	93096	89925	
57	342333	468950	94798	93919	
58	343430	465883	94908	95779	
59	344244	465436	94481	95839	
60	342385	467268	94935	95412	
61	338583	472628	92856	95933	
62	333701	480713	91770	93816	
63	323157	492334	91841	92668	
64	309085	504122	94034	92759	
65	292535	515680	96767	95018	
66	278423	525654	98216	97707	
67	265433	535533	99855	99179	
68	252834	542808	103462	100896	
69	243397	546254	105822	104527	
70	240002	544801	108325	106872	
71	238953	543436	108190	109421	
72	240494	540505	109734	109267	
73	240026	538491	110737	110746	
74	241683	537189	109268	111860	
75	242735	540092	106872	110301	
76	240001	545242	106825	107932	
77	234585	550787	106803	107825	
78	230059	553337	108723	107881	
79	224980	557229	107966	109825	
80	222169	559015	109775	109041	
81	217105	560057	111975	110863	
82	214466	560159	112348	113027	
83	210970	564285	111273	113472	
84	206147	569614	111858	112381	
85	199544	575904	111561	112991	
86	194496	579802	113017	112685	
87	188755	584624	112450	114171	
88	184810	586184	115399	113607	
89	180345	585971	117187	116497	
90	180421	583345	117851	118383	
91	180631	583420	116915	119034	
92	180549	584047	117272	118132	
93	179647	584886	116959	118508	
94	180152	584732	116974	118142	
95	179882	586703	115225	118190	
96	179868	586711	116990	116431	
97	177946	586035	117899	118120	
98	179098	584074	117798	119030	
99	179289	584899	116820	118992	
100	178446	586412	117196	117946	
101	176653	587924	116998	118425	
102	176808	587808	117223	118161	
103	176303	589460	115837	118400	
104	176316	588974	117645	117065	
105	174922	587516	118709	118853	
106	176722	584883	118510	119885	
107	177695	585438	117107	119760	
108	177646	586577	117489	118288	
109	176171	587945	117159	118725	
110	176744	587713	117251	118292	
111	176275	589407	115877	118441	
112	176448	588848	117662	117042	
113	175027	587498	118628	118847	
114	176841	584826	118527	119806	
115	177779	585486	117019	119716	
116	177647	586563	117571	118219	
117	176132	588012	117103	118753	
118	176682	587770	117278	118270	
119	176167	589501	115855	118477	
120	176375	588896	117679	117050	
121	175009	587524	118648	118819	
122	176765	584863	118552	119820	
123	177769	585453	117036	119742	
124	177723	586482	117586	118209	
125	176260	587918	117074	118748	
126	176886	587658	117276	118180	
127	176284	589395	115891	118430	
128	176539	588776	117626	117059	
129	175247	587379	118615	118759	
130	176917	584753	118510	119820	
131	177900	585352	117016	119732	
132	177834	586351	117628	118187	
133	176179	587960	117007	118854	
134	176830	587768	117218	118184	
135	176058	589590	115884	118468	
136	176470	588918	117615	116997	
137	175003	587656	118627	118714	
138	176665	584939	118616	119780	
139	177567	585513	117026	119894	
140	177638	586343	117706	118313	
141	176080	587995	116943	118982	
142	176754	587672	117365	118209	
143	176016	589478	115899	118607	
144	176359	588847	117600	117194	
145	175088	587646	118536	118730	
146	176540	585106	118595	119759	
